"x","y"
3.57035703570357,40.4723498616873
92.6792679267927,-175.920944136471
29.6329632963296,-191.96489436069
64.2564256425643,-158.573253260212
66.3566356635664,-142.85340950871
52.4052405240524,-108.586082312288
91.7391739173917,-222.74229679678
19.8219821982198,-60.4171525924655
14.6114611461146,-28.688311258988
51.7451745174518,-133.912851753951
81.3281328132813,-166.128569921587
81.7581758175818,-148.743438600499
39.5439543954395,-49.6039727138078
36.033603360336,-104.101135495424
2.62026202620262,23.287453140928
58.3758375837584,-219.614850801946
96.1496149614962,-261.945682111618
13.5813581358136,61.8987547142704
49.7749774977498,-147.75877761427
67.0767076707671,-148.012283233891
53.1253125312531,-168.285681845526
98.0898089808981,-215.747677596236
21.2421242124212,-47.4571547538233
98.3598359835984,-217.941698562074
30.0730073007301,-101.590691777459
55.035503550355,-128.609363323926
13.011301130113,-43.0014114709719
45.6545654565457,-166.577981723808
45.2545254525453,-73.4497262269235
48.6648664866487,4.9360038682339
59.4159415941594,-70.4970223989836
39.6939693969397,-79.0562082224809
38.5238523852385,-43.3114138299419
72.9072907290729,-195.26696696867
55.9355935593559,-113.239738015583
9.47094709470947,-43.8610359481435
71.8471847184719,-113.307918141425
2.29022902290229,-14.0065326354398
99.0599059905991,-120.666560222528
0.41004100410041,57.6500240861354
99.6699669966997,-196.012935715499
37.9437943794379,23.7012056232086
14.031403140314,0.113289753303771
98.7298729872987,-223.364667492889
83.0883088308831,-145.504076155053
33.6433643364336,-70.6019875282841
13.4013401340134,-91.6949364156613
96.3796379637964,-170.577853391422
39.8639863986399,-83.5725246468841
84.3684368436844,-177.25967234339
75.7175717571757,-210.267765552448
78.1378137813781,-156.716994681739
6.63066306630663,-69.9648864769955
19.031903190319,67.9824591204821
37.1737173717372,-38.8853413022477
78.1278127812781,-198.530531685107
29.3629362936294,-54.2978064032978
56.9256925692569,-118.540059274396
38.1738173817382,-9.40711993706938
52.1652165216522,-65.3666872708696
49.1149114911491,-59.0841359731542
35.9435943594359,-120.961315327848
53.5953595359536,-66.2409656280625
56.2256225622562,-138.19731238719
66.4666466646665,-160.28207637887
64.9364936493649,-191.530838939051
69.2069206920692,-151.369825100426
79.6379637963796,-169.594965386186
52.2852285228523,-107.344018426503
24.9024902490249,-108.469812555924
53.6053605360536,-152.142495256407
16.4316431643164,-23.6167678903059
57.3757375737574,-99.3136877005051
74.6674667466747,-166.505697185199
97.8797879787979,-184.771229183468
41.8741874187419,0.999797325462936
75.2775277527753,-121.897075509605
14.4414441444144,29.0109460809366
72.3872387238724,-98.4274145227663
96.8696869686969,-141.94730718333
8.64086408640864,-34.1234791748468
72.8572857285729,-138.057517724691
21.2821282128213,-4.58930865832288
87.5087508750875,-158.879657718424
55.975597559756,-150.457524042149
40.4840484048405,-25.2291692232122
61.9061906190619,-117.83908520408
58.9358935893589,-152.527431710909
88.978897889789,-213.478079170047
77.8777877787779,-151.468969125126
48.004800480048,-62.9541629176666
47.3047304730473,-65.2721131032658
41.8341834183418,-72.1214855262856
6.11061106110611,67.2152050657795
93.6193619361936,-222.615921484902
47.2547254725473,-48.9552070337675
7.93079307930793,-69.8146609166205
69.5769576957696,-82.9642408834753
27.5327532753275,-25.6529538452028
1.16011601160116,-73.4646156666395
66.5966596659666,-121.722040041589
83.3583358335834,-204.463092097896
20.9420942094209,-79.7478569886525
58.2258225822582,-23.1900559647084
27.1927192719272,-47.7142183377469
19.9319931993199,24.4210430186155
50.0950095009501,-42.1329243168598
46.3646364636464,-58.1351854282699
77.5177517751775,-96.3232673752188
89.4189418941894,-195.064608816367
30.1030103010301,-57.7809445673672
5.4005400540054,29.6295698304985
43.044304430443,-106.192659624385
22.7522752275228,-48.8437306758054
40.8240824082408,-95.0343203495233
8.58085808580858,-106.951175309679
90.4590459045905,-171.700415353232
30.02300230023,-117.576457506429
91.6791679167917,-193.092843651263
20.6720672067207,-14.9656958660809
10.6610661066107,26.8504726257501
60.7560756075608,-75.2625666105267
28.1328132813281,-36.9543579883483
21.2521252125213,-25.7345453033694
64.6064606460646,-109.462118503798
86.978697869787,-101.782635369298
99.4399439943994,-267.098635453213
56.975697569757,-124.042181796421
10.2210221022102,-142.46649337231
15.001500150015,-83.4032218662382
77.7977797779778,-140.922346688513
39.1939193919392,-119.719308591433
26.2126212621262,9.9700184757341
81.5881588158816,-186.235940519952
41.6641664166417,-78.0569160505294
48.3548354835484,-173.912919715639
66.6066606660666,-143.522126622647
85.5885588558856,-187.892153123741
86.4586458645865,-187.767311474052
65.3765376537654,-110.368294772525
53.2453245324532,-40.855226821929
43.0743074307431,-126.685411976044
56.5356535653565,-158.195087886999
88.988898889889,-158.263928468515
72.957295729573,-151.636316126139
38.6538653865387,-94.9705537755519
1.41014101410141,-4.04636295840824
53.4353435343534,-167.355612632343
34.7934793479348,-24.3340813049254
78.1478147814781,-118.4733341982
96.3696369636964,-211.196570907529
96.4496449644965,-135.262971691206
50.7150715071507,-187.262245544472
49.5449544954495,-92.4410862772031
16.2516251625163,-21.1351338122249
80.7280728072807,-60.6290313741326
51.4351435143514,-27.4652738357601
27.1527152715272,-39.3308416208071
92.979297929793,-260.637658258745
39.1439143914391,-72.6290271280069
93.9193919391939,-186.445846638108
61.7961796179618,-176.313656691045
96.5696569656966,-215.006752781455
8.57085708570857,-9.26763928345411
34.023402340234,70.1436589040941
53.8553855385539,-8.66382302539087
42.004200420042,-57.0414876689076
48.5548554855486,-96.2143679451792
35.9235923592359,-3.32947592657196
90.01900190019,-189.268175477284
20.0920092009201,-39.4827618257854
17.6217621762176,-39.8164270939784
74.0474047404741,-51.4810444709438
95.4695469546955,-231.498354864387
28.5028502850285,-121.902298565663
3.67036703670367,7.92302145958148
99.3399339933993,-160.358858557677
13.5213521352135,-21.6470963658078
44.3144314431443,-42.8980579774533
97.7897789778978,-203.900000054875
48.4248424842484,-78.4384465322833
31.3431343134313,-66.0958273768415
90.1490149014901,-134.512433222397
45.0945094509451,-97.3122158618844
77.1377137713771,-190.842866742707
54.035403540354,-34.0903455577745
39.6039603960396,-20.6426721057314
2.99029902990299,-42.664583002521
7.44074407440744,-15.4254732902176
16.7816781678168,-8.34580058409264
0.76007600760076,43.5312735947839
84.5584558455846,-181.604543664573
45.3845384538454,-36.0933581685439
65.3665366536654,-171.042572426592
88.4688468846885,-198.05886714907
84.3884388438844,-181.192166824199
19.1719171917192,-114.669084688772
35.1035103510351,-34.5312193216924
13.5013501350135,-101.863150606026
38.7638763876388,-206.583706523002
17.5917591759176,-50.2509945587687
88.6788678867887,-184.431754099032
37.8837883788379,-131.51688478899
72.6472647264727,-188.89819504508
59.7359735973597,-69.79735364295
35.2335233523352,-15.9765746294785
59.1359135913591,-147.482793650892
33.6233623362336,-30.1416478798784
32.7232723272327,-80.2126627885032
90.8590859085909,-266.15079101907
17.1517151715172,-45.5143760441413
39.2239223922392,-22.6386774707517
88.9188918891889,-190.713650235984
48.6148614861486,-139.914240262368
53.1153115311531,-132.219347108165
66.016601660166,-61.2025153011226
96.5896589658966,-133.737370437613
23.6023602360236,-41.5026721808978
89.2489248924893,-156.108671673276
65.9465946594659,-68.3975861038886
60.4360436043604,-139.896903468222
71.7171717171717,-112.919799962899
87.7187718771877,-147.943149996692
88.4988498849885,-232.251368110084
55.5355535553555,-180.63839907611
23.3023302330233,-25.8093959804603
0.17001700170017,71.6490142613555
24.7824782478248,-10.2468191847589
65.1465146514652,-205.533450306572
79.8079807980798,-153.840232356417
85.6385638563856,-131.381909599549
44.6444644464446,-103.342787418229
66.0866086608661,-142.362826710469
99.1499149914992,-170.099600361071
62.1662166216622,-100.748027080487
30.7530753075308,-40.3469333727405
31.6531653165317,-22.0275214953397
9.43094309430943,3.18108648083114
69.7169716971697,-28.6939851050486
89.8189818981898,-224.692673697037
16.9016901690169,-68.9506679027175
35.993599359936,-152.281339609514
28.2328232823282,-26.7591956741067
97.4297429742974,-170.788730375869
83.028302830283,-221.481408492445
98.4398439843985,-200.348937859025
63.8763876387639,-90.5468731869618
37.5537553755376,-135.266377914516
72.6972697269727,-214.615267936413
80.6180618061806,-123.26838409565
32.7832783278328,-114.129744269352
10.1110111011101,-37.1964273037012
74.1874187418742,-144.296009053938
47.2047204720472,-91.6873961800272
3.05030503050305,-45.8463835166497
47.4047404740474,-98.9386478402271
7.53075307530753,-78.4920792719385
57.6457645764577,-128.550375504775
7.6007600760076,7.40523875096975
91.1291129112911,-143.697793017793
29.7029702970297,-41.982041121457
42.4042404240424,-54.2478312567147
12.9212921292129,84.5982402627477
57.6257625762576,-130.381196170881
32.0732073207321,-134.887398982839
39.5939593959396,-140.991642233879
11.7611761176118,-12.1419575321377
3.3003300330033,-73.3324720042278
70.6970697069707,-95.2426088162229
41.6041604160416,-40.7244402635548
57.2257225722572,-112.677070181777
86.8086808680868,-139.21557786889
41.8141814181418,-74.4312662015017
93.009300930093,-152.224934933113
36.6936693669367,-13.9667567834913
25.5125512551255,-101.603474897179
15.9115911591159,-105.685799832596
5.7005700570057,-23.6631769179801
67.7967796779678,-235.269196689703
32.3732373237324,-55.2295454134861
69.4869486948695,-199.780301677256
76.0876087608761,-177.685514999943
22.5422542254225,-27.158034901308
73.4073407340734,-193.847787882521
89.4389438943894,-175.375833636883
29.9229922992299,-95.6188731294602
91.1891189118912,-136.910955960463
67.5867586758676,-147.589301011322
37.7937793779378,-153.607813304849
64.7464746474648,-85.2499093138676
42.9142914291429,-65.6819314081423
64.2664266426643,-27.1651906449058
31.3231323132313,9.35202454546531
66.7566756675668,-65.806838270073
71.7471747174718,-112.224077634111
50.4550455045505,-122.80928742761
