"x","y"
42.5742574257426,187.607159947305
28.4028402840284,-47.6333199521761
87.0787078707871,158.857672148862
28.7728772877288,28.2151126657276
16.1716171617162,46.5831650416441
40.5640564056406,70.1190052413532
64.4564456445645,90.8696564189883
10.7910791079108,11.7971501781941
58.6358635863586,93.5733675952262
52.2452245224522,99.2632263217245
8.54085408540854,75.4188113889632
87.2387238723872,127.013767135903
43.3343334333433,100.968363367265
71.6471647164717,154.594198271255
39.5239523952395,55.0338750862396
86.1886188618862,178.70052019133
8.3008300830083,72.0154991039477
26.3426342634263,23.1524737408198
27.7127712771277,133.492313024747
28.2728272827283,93.990543191074
22.6122612261226,-53.5799819593122
56.025602560256,152.485345562837
85.4785478547855,206.537538428799
36.023602360236,42.069277996062
81.0981098109811,147.355406482498
87.998799879988,191.292483502775
91.7291729172917,218.513184479015
62.8362836283628,149.644672820253
31.8631863186319,164.39551508764
51.0851085108511,28.289214902825
44.014401440144,86.2064585112034
32.8532853285329,83.3431010150393
2.84028402840284,-57.8358549282532
8.17081708170817,-32.1934577342707
2.67026702670267,-16.3558047207331
73.8173817381738,176.334992321928
59.4559455945595,52.630663836332
26.8826882688269,69.5588145967815
83.958395839584,188.26937059278
97.4497449744974,199.646154064835
44.974497449745,80.3373328029462
6.17061706170617,41.8310053410504
36.2136213621362,80.649362565706
19.4719471947195,16.2040183390869
70.5270527052705,130.723132272153
92.4092409240924,214.564198123381
16.021602160216,114.515439210676
8.4008400840084,19.2505357132365
44.3344334433443,193.398140453366
67.5067506750675,74.0142861102821
47.5747574757476,37.520939863165
12.1412141214121,35.6230117462944
36.8236823682368,115.577340237297
52.965296529653,209.944624581308
8.06080608060806,-28.773429423154
2.49024902490249,113.875544827046
16.6016601660166,-70.5462867429009
64.4364436443644,25.6857003989224
1.1001100110011,50.1493828662823
62.036203620362,150.593117634671
31.7931793179318,82.2531606816584
68.3468346834683,126.835293012963
42.8242824282428,131.02433642607
7.26072607260726,0.118536718613791
26.8326832683268,-42.7808015471062
13.4813481348135,-12.913343658395
58.0558055805581,82.4873984406561
5.35053505350535,-25.0097704786735
27.992799279928,58.2148233355185
92.6092609260926,196.152999584895
38.8238823882388,159.152980457394
22.4322432243224,93.0147293771449
55.7855785578558,78.0863901111063
38.2038203820382,45.7428381516248
34.1134113411341,131.057545050216
38.5638563856386,125.530534223478
36.2336233623362,54.1491659176445
14.1714171417142,20.9170568832
34.7634763476348,66.6231545615897
95.1695169516952,165.533650208011
76.7276727672767,168.847453156315
30.4730473047305,-7.74124591075535
16.8316831683168,-0.928369287824019
60.8660866086609,172.627539873025
52.0552055205521,77.6072905614932
90.8090809080908,208.598508267382
13.7613761376138,-59.3612725188071
29.6529652965297,47.2660170932499
68.8368836883688,151.4984748706
99.3999399939994,233.034329825001
53.0753075307531,108.043665888925
97.2497249724972,160.317398302934
79.2479247924793,133.671005306041
81.5981598159816,157.74546670703
70.1270127012701,147.042936397233
36.5136513651365,14.5659214496551
51.3251325132513,57.6284717925916
56.4156415641564,36.366888253553
96.1896189618962,169.947310970557
56.2156215621562,194.827051125134
55.9055905590559,119.858924974543
55.9255925592559,206.183017915841
34.973497349735,37.4482196999745
61.8161816181618,202.95045974839
83.2683268326833,168.175862415724
61.6961696169617,146.755641263763
92.6792679267927,172.045377075984
19.97199719972,-15.9527266124804
21.8321832183218,17.1333604723103
90.4790479047905,172.178186755854
40.7440744074407,26.2521595565285
1.24012401240124,-24.1645919951589
92.8492849284928,210.552530469291
40.4240424042404,140.112259059788
21.1521152115212,101.665233655782
70.0670067006701,159.785658961848
48.954895489549,140.666863278547
